WorkOrderID,EmployeeID,CustomerID,PriorityID,StatusID,SubmittedDate,WorkOrderDescription,StartDate,DueDate,ClosedDate,Notes,ProjectName
2125,105614,4024,2,5,11/13/2009,NULL,11/13/2009,10/31/2010,11/6/2010,"<! 2009-12-03 15:02:41 lgoar >

<p>Prepare interactive version of M167 Quaternary Faults in Nevada and release as a new open-file OF09-9.</p>
",Q-Faults Interactive Map
2126,105614,4025,4,5,11/24/2009,NULL,11/24/2009,1/15/2010,1/15/2010,"<! 2009-12-03 15:12:02 lgoar >

<p>Prepare a figure for the update of the Nevada Hazard Mitigation Plan.&nbsp; It should be a page-sized map of Nevada showing surface hydrology on a shaded relief background to include all rivers and their major tributarie",Surface Hydrology Map Figure for NHMP update
2127,105614,4026,5,5,12/1/2009,NULL,12/1/2009,12/31/2009,12/31/2009,"<! 2009-12-03 15:20:05 lgoar >

<p>This work order is issued to track unbillable and projects completed in less than 2 hours</p>
",Prelim and Misc - December
2128,105614,4027,1,5,12/15/2009,NULL,12/15/2009,5/1/2010,5/1/2010,"<! 2010-01-05 14:04:28 lgoar >

<p>Publish new Active Mines M-series map.&nbsp; Prepare map provided by Ron for review by late January and finalize after review for publication in time for symposium May 14-22.</p>
",Active Mines in Nevada
2129,105614,4028,4,5,1/1/2010,NULL,1/1/2010,1/31/2010,1/31/2010,"<! 2010-01-05 15:50:10 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - January
2130,105614,4029,5,5,1/1/2010,NULL,1/1/2010,3/31/2010,3/31/2010,"<! 2010-01-06 16:02:13 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 1st Qtr - 10
2131,105614,4030,2,5,12/16/2009,NULL,12/16/2009,12/31/2010,12/31/2010,"<! 2010-01-07 10:23:05 lgoar >

<p>Use data provided by originator to create a web application.&nbsp; Host web application for 1 year on our web server.&nbsp; Future changes, requested by client, will be billed at $45/hour with a 3-hour minimum.</p>
<p>Cl",Summit Engineering - Lander FIND Project
2132,105614,4031,3,5,12/18/2009,NULL,12/18/2009,12/31/2009,12/31/2009,"<! 2010-01-07 11:24:10 lgoar >

<p>Update seismicity map and other inconsistencies between released versions of pamphlet.&nbsp; Printing to be funded by Terri&#39;s contact in Las Vegas.</p>
",E-16 Update and Printing
2133,105614,4032,2,5,2/1/2010,NULL,2/1/2010,2/28/2010,2/28/2010,"<! 2010-02-02 09:58:35 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - February
2134,105614,4033,3,5,2/18/2010,NULL,2/18/2010,5/18/2010,5/18/2010,"<! 2010-02-22 15:14:13 lgoar >

<p>Make edits to Illustrator file that was lost sometime in the past.&nbsp; Edits will be done in Illustrator image with no conversion to Arc.&nbsp; After edits are done, contact Chris Henry and Chuck Thorman for how to pro",Oxley Peak Geologic Map Revisions
2135,105614,4034,4,5,3/1/2010,NULL,3/1/2010,3/31/2010,3/31/2010,"<! 2010-03-01 11:20:42 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - March
2136,105614,4035,5,5,3/22/2010,NULL,3/22/2010,6/1/2010,6/1/2010,"<! 2010-04-02 11:08:04 lgoar >

<p>Re-run Hazus Flood Hazards in Nevada, utilizing MR4, so a comparison can be made to the previous Flood runs in Open File 07-2 which utilized MR2.</p>
",Hazus Flood Runs
2137,105614,4036,1,5,3/31/2010,NULL,3/31/2010,4/30/2010,4/30/2010,"<! 2010-04-02 11:51:27 lgoar >

<p>Prepare layout; no cross-sections.&nbsp; Do 1&#58;6K inset map on layout.</p>
",Lee-Allen Geologic Map
2138,105614,4037,2,5,4/1/2010,NULL,4/1/2010,4/30/2010,4/30/2010,"<! 2010-04-02 13:33:17 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc April
2139,105614,4040,3,5,4/1/2010,NULL,4/1/2010,6/30/2010,6/30/2010,"<! 2010-04-02 13:41:39 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 2nd Qtr - 10
2140,105614,4039,4,5,4/1/2010,NULL,4/1/2010,8/7/2010,8/7/2010,"<! 2010-04-02 15:15:01 lgoar >

<p>Prepare for Clarkmap 2010 deliverable and for publication.&nbsp; Migrate geodatabase to ArcGeology.</p>
<! 2010-09-02 13:06:54 lgoar >

<p>This work order is being closed incomplete.&nbsp; This will not be a deliverable ",CM10 Mt. Manchester
2141,105614,4040,5,5,4/26/2010,NULL,4/26/2010,6/30/2011,6/30/2011,"<! 2010-05-03 15:48:40 lgoar >

<p>Set-up and manage SDE Database.&nbsp; Create FTP site for incoming and outgoing data from PI&#39;s; other data work as needed.</p>
","Mineral Assessment of Nevada, Mineral Deposit Database"
2142,105614,4041,1,5,5/1/2010,NULL,5/1/2010,5/31/2010,5/31/2010,"<! 2010-05-04 08:33:38 lgoar >

<p>This work order is issued to track misc work which is complete within&nbsp;a few hours.</p>
",Prelim & Misc May
2143,105614,4042,3,5,5/4/2010,NULL,5/4/2010,5/11/2010,5/11/2010,"<! 2010-05-19 15:24:05 lgoar >

<p>Figures for geothermal paper using Desert Peak-Brady&#39;s and Desert Queen maps; plus a shaded relief base for a figure.</p>
",Figures for Desert Peak / Desert Queen
2144,105614,4043,4,5,5/25/2010,NULL,5/25/2010,7/30/2010,7/30/2010,"<! 2010-06-16 11:10:54 lgoar >

<p>Update current factsheet to include Statemap 10 for submission to USGS.</p>
",Factsheet update including SM10
2145,105614,4044,5,5,5/27/2010,NULL,5/27/2010,6/30/2010,6/30/2010,"<! 2010-06-16 15:28:11 lgoar >

<p>Prepare Grimes Point quad for peer review.</p>
",Grimes Point
2146,105614,4045,1,5,6/1/2010,NULL,6/1/2010,6/30/2010,6/30/2010,"<! 2010-06-16 16:12:37 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc June
2147,105614,4046,2,5,6/2/2010,NULL,6/2/2010,6/22/2010,6/22/2010,"<! 2010-06-17 10:08:18 lgoar >

<p>Draft new figures and make revisions to some figures from wo #2065</p>
",Figures for Nature-Geoscience Journal
2148,105614,4047,3,5,6/9/2010,NULL,6/9/2010,6/30/2010,6/30/2010,"<! 2010-06-21 14:58:04 lgoar >

<p>Draft Figure in Illustrator using the provided Vector files.</p>
",Figure for Jerritt
2149,105614,4048,4,5,6/9/2010,NULL,6/9/2010,8/30/2010,8/30/2010,"<! 2010-07-02 08:55:18 lgoar >

<p>Figures (slides) and publication</p>
",MI2009 - Nevada Mineral Industry 2009
2150,105614,4049,5,5,6/10/2010,NULL,6/10/2010,6/30/2010,6/30/2010,"<! 2010-07-02 12:12:06 lgoar >

<p>Make six maps. each with the same base (a satellite image of the Churchill Co, area) and with themes developed by interpolation for each of the chemical layers.</p>
",Mark Walker Project
2151,105614,4050,1,5,6/10/2010,NULL,6/10/2010,6/30/2010,6/30/2010,"<! 2010-07-02 12:18:45 lgoar >

<p>Prepare layout for map @ 150K scale to include standard layout elements and other needed elements. (w/o authors - print on 60-inch plotter)</p>
",Clark County Q Map
2152,105614,4051,2,5,6/22/2010,NULL,6/22/2010,6/30/2010,6/30/2010,"<! 2010-07-02 14:17:15 lgoar >

<p>Lay out poster for GRC conference using figures, tables and text provided.</p>
",GRC Poster
2153,105614,4052,3,5,6/30/2010,NULL,6/30/2010,7/19/2010,7/19/2010,"<! 2010-07-12 12:52:33 lgoar >

<p>Prepare a series of figures in Illustrator for Cortez Geochem manuscript using files provided by author.&nbsp; Also help with finishing touches on figures completed by author as needed.&nbsp; 3 figures and possibly 20 Ar",Figures for Cortez Geochem Manuscript
2154,105614,4053,4,5,7/1/2010,NULL,7/1/2010,7/31/2010,7/31/2010,"<! 2010-07-12 16:04:33 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc July
2155,105614,4054,5,5,7/1/2010,NULL,7/1/2010,9/30/2010,9/30/2010,"<! 2010-07-13 11:34:53 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 3rd Qtr - 10
2156,105614,4055,1,5,7/12/2010,NULL,7/12/2010,7/12/2011,7/12/2011,"<! 2010-07-13 14:24:10 lgoar >

<p>Research possible GIS conversion locations for the statemap 2011 proposal.&nbsp; Goal is 50 locations with preference given to sites in the Northeast area of Nevada.</p>
",Statemap 2011 Proposal
2157,105614,4056,2,5,7/12/2010,NULL,7/12/2010,4/30/2011,4/30/2011,"<! 2010-07-13 14:34:30 lgoar >

<p>Convert 21 Geologic Maps published by the NBMG and the USGS to fully attributed GIS versions.&nbsp; See list attached.&nbsp; Each conversion will have a work order number assigned.</p>
",GIS Conversion Master SM10
2158,105614,4057,2,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-19 12:18:56 lgoar >

<p>Digitize into GIS USGS OF 92-398, location 40117-E2, Rural area, Lander County</p>
",SM10 Antler Peak
2159,105614,4058,3,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-19 13:43:00 lgoar >

<p>Digitize into GIS USGS GQ 1801, location 38116-E8, Rural area, Nye County</p>
",SM10 Belmont West
2160,105614,4059,4,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-19 13:49:34 lgoar >

<p>Digitize into GIS USGS I 2049, location 36116-H8, Rural area, Nye County</p>
",SM10 Bullfrog NE 1/4
2161,105614,4060,5,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-19 13:55:06 lgoar >

<p>Digitize into GIS USGS I 1985, location 36116-H8, Rural area, Nye County</p>
",SM10 Bullfrog NW 1/4
2162,105614,4061,1,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-19 14:07:06 lgoar >

<p>Digitize into GIS NBMG Map 35, location 39114-H8, Rural area, White Pine County</p>
",SM10 Cherry Creek & Egan Ranges
2163,105614,4062,2,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-19 14:23:06 lgoar >

<p>Digitize into GIS USGS GQ 697, location 39114-B8, White Pine County</p>
",SM10 Ely
2164,105614,4000,3,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 09:02:11 lgoar >

<p>Digitize into GIS USGS OF 94-664, location 40117-E1, Lander County</p>
",SM10 Galena Canyon
2165,105614,4001,4,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 11:01:32 lgoar >

<p>Digitize into GIS USGS MF 1963, location 38117-F7, Nye County</p>
",SM10 Goldyke
2166,105614,4002,5,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 11:17:10 lgoar >

<p>Data Migration Conversion into GIS NBMG FS 14, location 41115-C3, Humboldt County</p>
",SM10 Hot Springs Peak
2167,105614,4003,1,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 12:25:13 lgoar >

<p>Digitize into GIS USGS I 2670, location 38116-F8, Nye County</p>
",SM10 Jefferson
2168,105614,4004,2,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 12:34:49 lgoar >

<p>Digitize into GIS USGS GQ 1775, location 38117-E1, Las Vegas area, Nye County</p>
",SM10 Manhattan
2169,105614,4005,3,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 13:37:08 lgoar >

<p>Digitize into GIS NBMG unpublished Map, Washoe County (Chris Henry request)</p>
<! 2012-07-19 09:21:00 lgoar >

<p>This map is a conversion, not a digitization</p>
",SM10 Nine Hill Paleovalley
2170,105614,4006,4,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-21 13:42:08 lgoar >

<p>Digitize into GIS USGS PP 465, location 39117, Lander/Eureka Counties (Chris Henry request)</p>
",SM10 Northern Shoshone Range
2171,105614,4007,5,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 12:12:21 lgoar >

<p>Digitize into GIS USGS GQ 822, location 37116-C1, Las Vegas area, Nye County</p>
<! 2012-07-19 09:57:03 lgoar >

<p>Work done by Tom Dozet</p>
",SM10 Oak Spring Butte
2172,105614,4008,1,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 12:18:20 lgoar >

<p>Data Migration Conversion NBMG OF 04-3, location 39119-G4, Washoe County</p>
",SM10 Pah Rah Mountain East 1/2
2173,105614,4009,2,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 12:24:48 lgoar >

<p>Digitize into GIS USGS GQ 758, location 39115-C1, White Pine County</p>
<! 2012-07-19 10:02:55 lgoar >

<p>Work done by Tom Dozet</p>
",SM10 Riepetown
2174,105614,4010,3,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 12:44:34 lgoar >

<p>Digitize into GIS USGS GQ 1116, location 40116-H3, Eureka County</p>
",SM10 Rodeo Creek NE
2175,105614,4011,4,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 13:50:54 lgoar >

<p>Digitize into GIS USGS GQ 1085, loction 39114-C8, White Pine County</p>
",SM10 Ruth
2176,105614,4012,5,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 13:55:44 lgoar >

<p>Digitize into GIS USGS I 1972, location 36116-G2, Las Vegas area, Nye County</p>
<! 2012-07-19 12:35:37 lgoar >

<p>Work done by Tom Dozet</p>
",SM10 Skull Mountain
2177,105614,4013,1,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 13:59:37 lgoar >

<p>Digitize into GIS USGS GQ 884, location 36116-F2, Las Vegas area, Nye County</p>
<! 2012-07-19 12:38:45 lgoar >

<p>Work done by Tom Dozet</p>
",SM10 Specter Range NW
2178,105614,4014,2,5,5/1/2010,NULL,5/1/2010,4/30/2011,4/30/2011,"<! 2010-07-27 14:03:36 lgoar >

<p>Digitize into GIS USGS OF 91-430, location 40117-G2, Humboldt County</p>
",SM10 Valmy
2179,105614,4015,3,5,7/29/2010,NULL,7/29/2010,9/30/2010,9/30/2010,"<! 2010-08-24 16:18:03 lgoar >

Update map with new geology provided by Jim from Vr; include Marks data.  Produce cross-section profiles and get data to Inga by 8/23/2010.

 

Matt Richardson was the last Assignee to work on this map. After his departure,",Desert Peak / Brady Map Update
2180,105614,4016,4,5,7/29/2010,NULL,7/29/2010,8/30/2010,8/30/2010,"<! 2010-08-24 16:18:03 lgoar >

<p>Use provided files and images to prepare a webpage or series of webpages for a memorial collection that will be linked from NBMG website.&nbsp; Collection page will be a catalog for scanned images.</p>
",Robert Speed Memorial Collection Webpages
2181,105614,4017,5,5,8/1/2010,NULL,8/1/2010,8/31/2010,8/31/2010,"<! 2010-09-02 12:25:51 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - August
2182,105614,4018,1,5,8/17/2010,NULL,8/17/2010,9/15/2010,9/15/2010,"<! 2010-09-02 12:56:47 lgoar >

<p>Figures, files, web for Earth Science Week Field Trips (Oct 16 &amp; 17)</p>
",ESW 2010 - Earth Science Week 10/16 & 10/17
2183,105614,4019,2,5,9/1/2010,NULL,9/1/2010,9/30/2010,9/30/2010,"<! 2010-09-02 13:00:43 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - September
2184,105614,4020,3,5,9/14/2010,NULL,9/14/2010,9/30/2010,9/30/2010,"<! 2010-09-30 12:46:00 lgoar >

<p>Prepare for Clarkmap 2010 deliverable and open-file.&nbsp; Possibly M-series.</p>
",CM10 Ute
2185,105614,4021,4,5,9/16/2010,NULL,9/16/2010,11/15/2010,11/15/2010,"<! 2010-09-30 12:55:32 lgoar >

<p>Revise previously drafted figures for review by the journal.</p>
",Revise Nature Geoscience Figures
2186,105614,4022,5,5,10/1/2010,NULL,10/1/2010,10/31/2010,10/31/2010,"<! 2010-10-06 14:11:22 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc
2187,105614,4023,1,5,10/1/2010,NULL,10/1/2010,12/31/2010,12/31/2010,"<! 2010-10-06 14:52:07 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 4th qtr - 2010
2188,105614,4024,2,5,10/1/2010,NULL,10/1/2010,11/30/2010,11/30/2010,"<! 2010-10-06 16:18:30 lgoar >

<p>Printing costs to be paid by Nevada Division of Minerals</p>
",Major Mines 2009
2189,105614,4025,3,5,10/7/2010,NULL,10/7/2010,11/30/2010,11/30/2010,"<! 2010-10-21 08:42:10 lgoar >

<p>Prepare epicenter maps based from Doug&#39;s instructions and using seismicity data provided by Ken Smith from the Seismo lab.&nbsp; Send pdf&#39;s via email to review and then mail hard copies of completed maps.</p>
",Northern California Epicenter Maps
2190,105614,4026,4,5,11/1/2010,NULL,11/1/2010,11/30/2010,11/30/2010,"<! 2010-11-10 13:18:33 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - November
2191,105614,4027,5,5,11/22/2010,NULL,11/22/2010,2/15/2011,2/15/2011,"<! 2010-11-23 11:58:24 lgoar >

<p>Create a web application which when a feature is selected, attribute information will appear; also allow for query&#39;s.&nbsp; Database to be provided by Robin and/or Rick.&nbsp; Draft Schema already provided.</p>
",Interactive Web Map 161
2192,105614,4028,1,5,11/22/2010,NULL,11/22/2010,4/30/2011,4/30/2011,"<! 2010-11-23 14:43:49 lgoar >

<p>Database set-up and new area mapping</p>
",SM10 New Geologic Mapping in the Reno Area
2193,105614,4029,2,5,12/1/2010,NULL,12/1/2010,12/31/2010,12/31/2010,"<! 2010-12-06 15:55:51 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - December
2194,105614,4030,3,5,12/1/2010,NULL,12/1/2010,12/15/2010,12/15/2010,"<! 2010-12-07 15:42:57 lgoar >

<p>Add-on work to map produced on work order 2124.&nbsp; Not to be published as either open-file or m-series at this time.</p>
",Reese River
2195,105614,4031,4,5,12/17/2010,NULL,12/17/2010,5/6/2011,5/6/2011,"<! 2010-12-17 09:22:06 lgoar >

<p>Prepare map for a Clarkmap 2011 deliverable.&nbsp; May be delivered as an M-series publication.</p>
",CM11 Jean
2196,105614,4032,5,5,12/17/2010,NULL,12/17/2010,5/6/2011,5/6/2011,"<! 2010-12-17 11:46:06 lgoar >

<p>This work order is issued to track the time spent on administrative work for Clarkmap</p>
",CM11 Clarkmap Master
2197,105614,4033,2,5,1/1/2011,NULL,1/1/2011,3/31/2011,3/31/2011,"<! 2011-01-07 10:10:37 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 1st qtr - 2011
2198,105614,4034,3,5,1/1/2011,NULL,1/1/2011,1/31/2011,1/31/2011,"<! 2011-01-07 10:40:55 lgoar >

<p>This work order is issued to track misc work which is complete within a few hours.</p>
",Prelim & Misc - January
2199,105614,4035,1,5,12/22/2010,NULL,12/22/2010,2/1/2011,2/1/2011,"<! 2011-01-11 12:25:08 lgoar >

<p>Prepare and assist Jim&#39;s grad student (Greg Rhodes) with producing his geologic map.&nbsp; Load DXF data, run topology and other standard steps.&nbsp; Assist with GIS questions and cartography/layout.</p>
",San Emidio Geologic Map
2200,105614,4036,1,5,1/5/2010,NULL,1/5/2010,2/1/2011,2/1/2011,"<! 2011-01-13 08:28:25 lgoar >

<p>open-file Craig&#39;s two earthquake reports.</p>
",Open-file dePolo Earthquake reports
2201,105614,4037,4,5,1/13/2011,NULL,1/13/2011,4/30/2011,4/30/2011,"<! 2011-01-21 10:25:18 lgoar >

<p>Fix problems that resulted from SM09 deliverable.&nbsp; Troubleshoot database problems and get files to author to make geologic corrections.&nbsp; Possible layout adjustments may result.</p>
",Revise and Clean-up Lower Walker River
2202,105614,4040,5,5,1/13/2011,NULL,1/13/2011,4/30/2011,4/30/2011,"<! 2011-01-21 11:54:55 lgoar >

<p>Finish CM08 work to release Iceberg Canyon as an M-series map.&nbsp; No deadline but finish ASAP.&nbsp; Currently awaiting word from Robert Brady.</p>
",Publish Iceberg Canyon
2203,105614,4039,1,5,2/1/2011,NULL,2/1/2011,2/28/2011,2/28/2011,"<! 2011-02-14 15:08:58 lgoar >

<p>This work order is issued to track miscellaneous work which is complete within a few hours.</p>
",Prelim & Misc - February
2204,105614,4040,2,5,3/1/2011,NULL,3/1/2011,3/31/2011,3/31/2011,"<! 2011-03-01 09:12:44 lgoar >

<p>This work order is issued to track miscellaneous work which is complete within a few hours.</p>
",Prelim & Misc - March
2205,105614,4041,3,5,3/1/2011,NULL,3/1/2011,6/30/2012,6/30/2012,"<! 2011-03-01 10:26:06 lgoar >

<p>Nevada State Hazard Viewer (My Plan).&nbsp; Create a website to assist county and city governments and individuals in identifying their hazards from earthquakes, floods, and wildfires using GIS, with links on what to do ",Hazard Website Development and Implementation for FEMA
2206,105614,4042,4,5,3/23/2011,NULL,3/23/2011,6/30/2011,6/30/2011,"<! 2011-04-11 15:22:21 lgoar >

<p>Complete edits to release open-file</p>
",Reese River OF11-3
2207,105614,4043,5,5,4/1/2011,NULL,4/1/2011,4/30/2011,4/30/2011,"<! 2011-04-11 16:22:27 lgoar >

<p>This work order is issued to track miscellaneous unfunded&nbsp;work which is complete within a few hours.</p>
",Prelim & Misc - April
2208,105614,4044,1,5,4/1/2011,NULL,4/1/2011,6/30/2011,6/30/2011,"<! 2011-04-18 16:12:07 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 2nd qtr - 2011
2209,105614,4045,2,5,5/1/2011,NULL,5/1/2011,5/31/2011,5/31/2011,"<! 2011-05-18 08:57:51 lgoar >

<p>This work order is issued to track miscellaneous unfunded work which is complete within a few hours.</p>
",Prelim & Misc - May
2210,105614,4046,3,5,6/1/2011,NULL,6/1/2011,6/30/2011,6/30/2011,"<! 2011-06-07 11:44:21 lgoar >

<p>This work order is issued to track miscellaneous unfunded work which is complete within a few hours.</p>
",Prelim & Misc - June
2211,105614,4047,4,5,6/3/2011,NULL,6/3/2011,8/31/2011,8/31/2011,"<! 2011-06-20 15:10:48 lgoar >

<p>Major Mines of Nevada 2010 edits and print per Doug Driesner, NDM, request.</p>
",Major Mines of Nevada 2010
2212,105614,4048,5,5,6/27/2011,NULL,6/27/2011,6/30/2011,6/30/2011,"<! 2011-06-28 10:32:37 lgoar >

<p>Run a Hazus scenario for a magnitude 7.5 earthquake on the Genoa fault, for a worst-case scenario.&nbsp; Event requested by James Pitcher with the State Office of Energy for use in their DOE-funded tabletop exercise.&nbs",Hazus worst-case scenario Genoa
2213,105614,4049,1,5,7/1/2011,NULL,7/1/2011,7/31/2011,7/31/2011,"<! 2011-07-11 15:51:52 lgoar >

<p>This work order is issued to track miscellaneous unfunded work which is complete within a few hours</p>
",Prelim & Misc - July
2214,105614,4050,2,5,7/1/2011,NULL,7/1/2011,9/30/2011,9/30/2011,"<! 2011-07-12 16:00:01 lgoar >

<p>This work order is issued to track all time spent maintaining the NBMG website.</p>
",Web Maintenance - 3rd qtr - 2011
2215,105614,4051,3,5,7/1/2011,NULL,7/1/2011,9/30/2011,9/30/2011,"<! 2011-07-13 14:59:36 lgoar >

<p>Make a poster for GRC using author provided files.</p>
",GRC Poster
2216,105614,4052,4,5,7/5/2011,NULL,7/5/2011,11/30/2011,11/30/2011,"<! 2011-07-13 15:17:09 lgoar >

<p>Prepare map from author provided Illustrator files for open-file release.&nbsp; No conversion to Arc - keep as Illustrator file.&nbsp; Requested by Nick VanBuer.</p>
<! 2012-07-12 11:45:30 lgoar >

<p>Work complete 5/22/",Sahwave and Nightingale Ranges Map
2217,105614,4053,5,5,7/13/2011,NULL,7/13/2011,7/22/2011,7/22/2011,"<! 2011-07-13 16:17:48 lgoar >

<p>SEPM Fall Field Trip (September 23 - 25, 2011) Tour Stops Map</p>
",SEPM Fall Field Trip Tours Map
2218,105614,4054,1,5,7/21/2011,NULL,7/21/2011,8/31/2011,8/31/2011,"<! 2011-08-03 14:02:41 lgoar >

<p>From author provided files, prepare the Preliminary Surficial Geologic map along the Northwest Lone Mountain and Weepah Hills Piedmonts for release as an open-file map.&nbsp; The author was Kurt Frankel.</p>
<! 2012-03-0",NW Lone Mountain and Weepah Hills Piedmonts Open-file
2219,105614,4055,2,5,7/25/2011,NULL,7/25/2011,11/30/2011,11/30/2011,"<! 2011-08-03 14:26:37 lgoar >

<p>Produce compilation map that includes already converted-to-GIS maps, grad student mapping, new mapping and various data layers not typically used on geologic maps.&nbsp; 1st phase is grant deliverable; possibility of lat",Pyramid Lake Reservation Mapping
2220,105614,4056,3,5,7/26/2011,NULL,7/26/2011,6/30/2012,6/30/2012,"<! 2011-08-03 14:59:24 lgoar >

<p>Produce a geologic map of the Eureka area for Statemap deliverable and Open-file.</p>
",SM11 South Eureka Mining District
2221,105614,4057,4,5,7/26/2011,NULL,7/26/2011,8/26/2011,8/26/2011,"<! 2011-08-03 16:16:31 lgoar >

<p>Research and suggest maps for submission to USGS for GIS conversion for a statemap grant.&nbsp; Provide a prioritized list and bibliography.</p>
",Statemap 2012 Proposal
2222,105614,4058,5,5,8/1/2011,NULL,8/1/2011,8/31/2011,8/31/2011,"<! 2011-08-04 08:58:45 lgoar >

<p>This work order is issued to track miscellaneous unfunded work which is complete within a few hours.</p>
",Prelim & Misc - August
2223,105614,4059,1,5,8/1/2011,NULL,8/1/2011,8/31/2011,8/31/2011,"<! 2011-08-04 09:07:24 lgoar >

<p>Update current factsheet to include Statemap 2011 for submission to USGS.</p>
",Factsheet update including SM11
2224,105614,4060,2,5,8/5/2011,NULL,8/5/2011,10/31/2011,10/31/2011,"<! 2011-08-10 10:16:11 lgoar >

<p>Prepare preliminary geologic map for statemap 2010 deliverable and open-file.</p>
",SM10 Bunejug Mountains
2225,105614,4061,3,5,8/5/2011,NULL,8/5/2011,12/31/2011,12/31/2011,"<! 2011-08-15 14:48:26 lgoar >

<p>Publish as m-series in Illustrator format provided by authors.&nbsp; No GIS conversion.</p>
<! 2012-01-05 09:36:27 lgoar >

<p>Partially funded by GSN</p>
",Caetano Map
2226,105614,4062,4,5,8/18/2011,NULL,8/18/2011,10/11/2011,10/11/2011,"<! 2011-09-06 11:23:13 lgoar >

<p>Website announcement of Earth Science Week Field Trip, 10/15/2011-10/16/2011.&nbsp; Include signup and drafting field trip maps.</p>
",Earth Science Week Field Trip
2227,105614,4000,5,5,8/23/2011,NULL,8/23/2011,1/31/2012,1/31/2012,"<! 2011-09-06 11:45:25 lgoar >

<p>Use data provided for EQ map from SP27 3rd edition.&nbsp; Plus new EQ data for 2010 provided by Craig dePolo to produce an EQ map of Nevada to accompany M167 Quaternary Faults in Nevada.</p>
",Seismicity Map of Nevada
2228,105614,4001,1,5,8/29/2011,NULL,8/29/2011,12/30/2011,12/30/2011,"<! 2011-09-06 12:47:48 lgoar >

<p>Complete author edits and cross section to prepare map for review.&nbsp; Do post-review edit and finalize for m-series publication and Clarkmap deliverable.</p>
",CM11 Ute
2229,105614,4002,2,5,9/1/2011,NULL,9/1/2011,9/30/2011,9/30/2011,"<! 2011-09-06 12:57:02 lgoar >

<p>This work order is issued to track miscellaneous unfunded work which is complete within a few hours.</p>
",Prelim & Misc - September
2230,105614,4003,3,5,9/8/2011,NULL,9/8/2011,6/30/2012,6/30/2012,"<! 2011-09-08 11:36:59 lgoar >

<p>Digitization into GIS USGS GQ 1307, location 39117-D1, Lander County.&nbsp; Priority 16 / 35</p>
",SM11 Austin
